probeset_id	array_01.cel	array_02.cel	array_03.cel	array_04.cel	array_05.cel	array_06.cel	array_07.cel	array_08.cel	array_09.cel	array_10.cel	array_11.cel	array_12.cel	array_13.cel	array_14.cel	array_15.cel	array_16.cel	array_17.cel	array_18.cel
ENSG00000238982_x_st	0.46194	0.32355	0.66340	0.66340	0.64803	0.52787	0.31890	0.82013	0.57919	0.63062	0.98724	0.34611	0.56021	0.61179	0.73468	0.77947	0.45548	0.92955
ENSG00000238694_x_st	0.45572	0.62449	0.68364	0.52817	0.41954	0.92120	0.62837	0.56151	0.78324	0.76712	0.39869	0.54244	0.46213	0.33658	0.49315	0.35609	0.68275	0.55935
ENSG00000251721_st	0.92158	0.93227	1.43050	0.97874	0.47870	0.88214	0.98912	1.01040	1.15366	0.57577	0.81153	1.16207	0.87779	0.91933	0.60098	0.94564	0.76912	1.29573
ENSG00000251800_st	0.44979	0.74973	0.50958	0.39609	0.55509	0.86428	0.52332	1.24264	0.58483	0.31045	0.84706	0.38591	0.53928	0.60334	0.71745	0.33751	0.83545	0.95892
ENSG00000238543_st	0.58233	0.60712	0.47076	0.89892	0.83185	0.51060	0.48818	0.72651	0.64332	0.90417	0.36528	0.44742	0.71209	0.43790	0.54555	0.58325	0.42986	0.40388
ENSG00000238543_x_st	0.68821	0.69118	0.72479	0.40516	0.96393	0.25769	0.38257	0.48626	0.40516	1.23992	0.56433	0.30865	1.41914	0.96265	0.65756	0.85097	0.65578	0.55492
ENSG00000238858_st	0.97228	1.10910	1.16306	1.30347	1.04389	0.76334	0.69156	1.12286	0.64105	0.78768	0.84611	0.70239	1.11015	0.55046	1.25758	0.79200	0.53425	0.88624
ENSG00000238858_x_st	0.22948	0.77276	0.83388	0.59028	0.56322	0.66206	0.62007	0.65783	0.68216	1.09309	0.88251	0.39346	1.53488	0.50613	0.72390	0.42785	0.56630	0.64356
ENSG00000251715_st	0.26841	0.86603	1.19930	0.61226	0.73509	0.55416	0.84468	0.61488	0.39750	0.65783	0.98607	0.64638	0.62045	0.44613	0.87379	0.68561	0.99134	0.36087
ENSG00000251715_x_st	0.38251	0.51108	0.60723	0.50696	1.20654	0.58975	0.63297	1.00352	0.38056	0.61301	0.71481	0.80216	0.53863	0.58975	0.38251	0.54555	0.94457	0.69445
ENSG00000200377_st	1.96966	2.28812	2.53273	2.43963	2.57133	2.57452	2.49157	2.52048	2.63779	2.76661	2.57727	2.70209	2.47504	2.28257	2.42787	2.35991	2.76551	2.26380
ENSG00000251795_st	0.40074	0.92990	0.78778	0.39292	0.65783	0.56869	0.68513	0.64213	0.59130	0.34704	0.36558	0.66412	1.47786	0.52492	0.49177	0.70884	0.74509	0.93935
ENSG00000251735_st	0.59324	0.58021	1.17009	0.74516	0.52367	0.78078	0.38690	0.73551	1.15717	0.79393	0.63513	0.63693	0.90756	0.30073	0.90955	0.46819	0.19978	1.17816
ENSG00000251735_x_st	0.48146	0.64742	0.78468	0.84175	0.69746	1.86602	0.71361	1.04812	0.56111	0.58366	1.47811	0.80216	0.81803	0.84175	0.61735	1.03335	0.86038	1.14171
ENSG00000251700_st	1.00554	1.05053	1.02761	1.00478	0.82336	0.94600	0.90867	0.90503	1.06979	1.09817	0.92926	0.78905	1.06362	1.04141	1.10797	0.92006	1.13700	0.73922
ENSG00000201945_st	0.69870	0.89084	0.72754	1.04717	0.63482	0.72558	1.03268	0.53917	0.86778	0.76608	0.76624	0.60860	0.85734	0.52535	0.51834	0.76608	1.49936	0.74884
ENSG00000200991_st	0.19049	0.42431	0.67842	0.78468	0.68778	0.84275	0.34611	1.25483	0.37535	0.55518	1.11993	0.85359	0.46476	0.57960	0.30009	0.59698	0.35091	0.69985
ENSG00000200991_x_st	0.91574	0.78468	0.78468	0.58749	0.65300	0.39259	0.66988	0.80401	0.64732	0.82752	0.82752	0.50083	0.61042	0.99170	0.59766	0.46134	0.60892	1.17496
ENSG00000238796_st	0.91622	0.59676	0.44725	0.83986	0.86280	0.52622	0.71855	0.56096	1.16056	0.62109	0.86862	0.48032	0.57001	0.63900	0.92218	0.48982	0.60902	0.56091
ENSG00000238796_x_st	0.74366	0.80121	0.86576	0.70787	0.82336	0.46504	0.89261	1.71042	0.80821	0.80804	0.64145	0.94347	0.74966	1.12421	1.04390	0.37318	0.81217	0.79863
ENSG00000212309_st	1.59042	1.45822	1.80057	1.49349	1.29866	1.74642	1.68907	1.39808	1.25545	1.59480	1.28860	1.15376	1.55454	2.13578	1.54666	1.85635	1.86424	1.16487
ENSG00000212309_x_st	2.16186	1.86910	1.89166	1.91284	2.51216	1.71264	1.69241	1.76719	1.82627	1.70558	1.53892	1.77563	1.79078	1.45232	1.89440	1.81674	2.00420	1.78036
ENSG00000251801_st	0.35992	0.58968	0.32808	0.47518	0.56781	0.44643	0.64172	0.65783	0.60302	0.65783	0.65783	0.60503	0.42587	0.64053	0.56037	0.54720	0.55736	0.64842
ENSG00000202335_st	0.98876	0.33017	1.10902	0.80671	0.93576	0.74483	0.59007	0.75863	1.14276	1.55795	0.86862	1.00748	0.59007	1.55487	0.88526	0.64157	1.73832	0.80109
ENSG00000202335_x_st	1.31874	0.78468	1.68170	1.68075	1.40555	1.26767	1.14922	0.88787	0.79282	1.28951	1.06077	2.42004	1.10155	1.10625	1.07708	1.03073	1.02871	1.02662
ENSG00000238806_x_st	1.15860	0.81213	0.51632	0.58502	0.97152	1.00095	1.29739	0.72729	0.65268	1.07347	0.50500	0.53374	0.81595	1.16044	0.68282	0.80872	0.66783	0.84482
ENSG00000212579_x_st	0.55675	1.16213	0.97331	0.84667	0.88120	0.74906	0.69972	0.94627	1.00194	0.53415	0.74513	0.60731	1.01189	1.49353	0.98418	0.92300	1.15069	0.76344
ENSG00000238970_st	0.70021	0.64148	0.82706	0.22081	0.88359	0.63981	0.75982	0.79086	0.66687	0.98400	0.97870	1.18772	0.78347	1.02083	0.67858	1.35684	0.73265	0.53440
ENSG00000238970_x_st	0.80040	1.32375	1.37349	0.98242	0.61741	1.10726	0.74366	0.67424	1.23285	1.11651	0.76227	0.69397	1.12286	0.89119	0.93545	1.01378	0.69068	0.59106
ENSG00000212538_st	1.11114	1.12620	1.31303	1.12764	1.67159	1.04427	1.22839	1.81905	1.28565	0.82053	1.20717	1.28988	1.47643	0.93935	0.97686	1.27424	1.00790	0.84925
ENSG00000238979_st	0.65783	0.75075	0.76275	0.55355	0.77931	0.53487	0.90826	0.82896	0.60256	0.39678	0.50375	0.62649	0.88325	0.54507	0.41240	0.64339	0.85887	1.11048
ENSG00000238801_st	0.28132	0.61238	0.47602	0.87564	0.60256	0.83880	0.43943	0.51997	0.88124	0.65783	0.28178	0.70670	1.06759	0.44933	0.86478	0.81266	0.44444	1.21382
ENSG00000238801_x_st	0.31887	0.23327	0.37878	0.87095	0.43150	1.19490	0.68664	1.27482	0.43799	0.94789	0.84156	0.56215	0.68916	0.52155	0.64606	0.34879	0.47983	0.64842
ENSG00000251796_s_st	0.47102	0.57655	0.46461	0.84187	0.79227	0.98112	0.46967	1.03466	0.52052	0.17679	0.55695	0.63285	0.46826	0.47885	1.30386	0.46411	0.55675	0.79896
ENSG00000238342_st	0.62622	0.73531	0.46504	0.38985	0.44814	0.55912	0.39938	0.71110	0.42559	0.68433	0.83700	0.39938	0.52142	0.88672	0.57205	0.54964	0.81770	0.44018
ENSG00000238342_x_st	0.56843	0.75114	0.32869	0.46680	0.62429	0.98911	0.50157	0.58363	0.81101	1.03366	0.34911	0.64842	0.69524	0.62501	0.68391	0.63178	0.42668	0.40621
ENSG00000221719_st	0.34539	0.49553	0.78468	0.70889	0.18353	0.54944	0.58848	0.74223	0.33608	0.58815	0.34611	0.20526	0.29545	1.03868	0.50568	0.59693	0.51872	0.90042
ENSG00000221719_x_st	0.38232	0.27691	0.71011	0.46504	0.35916	0.72508	0.58929	0.44191	0.33473	0.48718	0.36180	0.41903	0.18683	0.60055	0.50525	0.42412	0.59067	0.44498
ENSG00000239011_st	1.21605	1.31254	1.56174	1.10030	0.86770	0.97920	1.00648	1.25940	0.61885	1.22925	0.86862	0.70013	0.99330	0.61722	0.55925	1.45234	0.83327	0.64842
ENSG00000239011_x_st	0.60361	0.56642	0.84942	0.52978	0.84861	0.55149	0.70690	0.92486	0.56642	0.49940	0.76724	0.58406	1.05351	0.72172	0.73609	0.69174	0.27940	0.63820
ENSG00000220986_st	0.81768	0.64775	0.63653	0.48830	0.68433	0.54133	0.42248	0.50210	0.70086	0.17550	0.42248	0.34611	0.75370	0.63648	0.39134	0.86300	0.23065	0.49091
ENSG00000239084_st	0.42539	0.62449	0.61368	1.13535	0.80429	0.34903	0.54408	0.85580	0.59394	0.44188	0.51968	0.69880	0.44587	0.53456	0.58690	0.53812	0.57861	0.54408
ENSG00000239084_x_st	0.95725	0.98750	1.65380	1.14922	0.92126	0.84620	0.64771	0.90732	0.90201	0.90500	1.19972	0.85052	0.84620	0.71131	0.69406	0.83032	0.96843	1.14095
ENSG00000251737_st	0.68502	0.75588	0.52396	0.95684	0.96780	1.20233	0.66898	1.11430	0.63341	1.08030	0.93993	0.77933	0.65641	0.84861	0.56401	0.96780	0.92651	1.45339
ENSG00000251699_st	1.03018	2.13188	0.75986	0.76721	0.63912	1.20083	0.51511	1.18895	0.99563	1.25509	0.58422	0.78379	0.97414	1.23053	1.18878	0.98633	1.03073	0.91568
ENSG00000251699_x_st	1.24884	1.23745	1.04777	0.61627	1.08548	1.20236	1.57808	1.47593	0.91593	1.78055	1.51846	2.30484	1.41046	1.47512	1.19797	1.26986	0.95515	1.65863
ENSG00000251749_st	0.47498	0.60984	0.59976	0.49163	0.75391	0.72580	0.75621	0.72580	0.81087	0.48951	0.88934	0.48083	0.72436	1.03484	0.41269	0.61352	0.49615	0.80109
ENSG00000239027_x_st	0.84273	0.66521	0.84220	1.31651	0.72326	0.55850	0.91027	0.87975	1.25661	1.06435	0.76011	0.90735	0.84742	0.96914	1.13145	0.82296	0.95911	0.86917
ENSG00000206976_st	0.67513	0.70396	0.72629	0.78468	0.68954	0.65414	0.58970	1.07263	0.50968	0.58970	0.81503	0.54547	0.63008	0.72126	0.73390	0.53344	1.12943	1.06425
ENSG00000239176_st	0.93380	1.07164	0.76747	0.75881	0.86215	1.06645	0.53459	0.99888	0.47787	0.37772	0.99929	0.95093	0.56261	0.59271	0.52422	0.83340	0.69846	1.00682
ENSG00000238388_st	4.64015	4.22546	3.51553	3.86473	3.90752	2.82458	3.77132	3.92806	3.23612	3.41739	4.12031	3.41800	4.21006	4.67078	4.21006	3.61560	4.87106	4.18578
ENSG00000238388_x_st	0.75446	1.05015	1.07229	0.97227	1.21381	0.85889	1.58515	1.54851	1.75057	1.06195	0.92940	1.07874	1.56974	1.23908	1.58194	1.40741	1.01852	1.66879
ENSG00000199857_st	2.03326	1.38112	1.85013	1.35741	1.41909	0.85377	1.33163	1.65203	0.55984	1.08546	0.79641	3.45373	1.56323	1.17723	1.55086	1.30160	1.43359	1.25852
ENSG00000239157_st	0.43781	0.56102	1.13159	0.63440	0.90870	0.81331	0.80790	1.13515	0.56102	0.57987	0.75462	1.01453	0.38849	0.63900	0.24552	0.40151	0.71720	0.59638
ENSG00000239157_x_st	0.84497	0.70215	1.20838	0.64646	0.39482	1.30403	0.38349	0.74547	0.80109	0.83924	0.48878	0.83954	0.53775	0.61553	0.55898	0.46834	1.16490	0.86214
ENSG00000212458_st	0.96265	0.85208	1.01153	0.72362	0.65093	0.76987	0.52765	0.88428	1.34404	0.78270	0.98577	0.53468	0.74966	0.80678	0.89800	0.64114	0.91274	1.27155
ENSG00000212458_x_st	1.00163	0.93945	0.51954	0.65808	0.48977	1.16024	0.85635	0.83520	0.78000	0.45467	0.65783	0.50140	1.11525	1.26549	0.66836	0.56639	0.98164	0.91997
ENSG00000212229_st	1.03387	1.37219	1.14024	1.08553	1.29849	0.94327	0.81376	0.47885	0.68446	1.17341	0.94588	0.98663	1.03732	1.05343	0.52933	0.83360	0.75005	0.82310
ENSG00000251709_x_st	0.47666	0.67051	0.29325	0.65479	0.65783	0.57774	0.38688	0.86675	0.67136	0.36278	0.77684	0.43532	0.63279	0.75660	0.73411	0.79004	0.57342	0.43532
ENSG00000238572_x_st	0.49736	0.71211	0.75015	0.81198	0.50375	0.74544	0.59136	0.68992	0.60866	0.46933	1.02803	0.84602	0.65763	0.32841	0.52309	0.41546	0.64791	1.01862
ENSG00000238945_st	0.42450	0.61911	0.65566	0.65041	0.74575	0.31739	0.81757	0.52135	0.79570	0.59167	0.49836	0.64842	0.47666	0.42578	0.43785	0.84036	0.41939	0.85837
ENSG00000251820_s_st	0.90098	0.62449	0.39328	1.09333	0.60194	0.60003	1.11803	0.77352	0.39243	0.34611	0.60003	0.78689	0.48184	0.63900	0.49243	0.88784	0.69476	0.59253
ENSG00000202440_x_st	0.53933	0.74092	0.78468	0.61246	0.91570	0.67551	0.71949	0.75017	1.02001	0.77962	0.83522	0.80216	0.74966	0.73134	0.92218	0.78088	0.69526	0.80109
ENSG00000238494_x_st	1.00096	1.64651	1.12036	0.83320	1.31997	1.37806	1.43739	1.43898	1.80895	1.06422	1.27419	1.28059	1.31441	1.09305	0.98780	1.04139	0.81679	1.42487
ENSG00000221044_st	0.46479	0.31198	0.65756	0.73454	0.45302	1.00206	0.38636	0.94898	0.53492	0.50375	0.47940	1.01563	0.41994	0.81326	0.99206	0.69390	0.69004	0.22986
ENSG00000251762_st	0.39430	0.63740	0.62449	0.64926	0.51846	0.43951	0.82037	0.47885	0.51309	0.65783	0.76076	0.81551	0.61424	1.12889	0.51028	0.66331	0.47328	0.60019
ENSG00000251762_x_st	1.25537	1.38222	1.00707	0.90505	0.68463	1.25332	0.54364	0.79167	1.39864	1.09784	0.82075	0.94365	1.14445	1.23655	1.12765	1.00677	2.01205	1.08956
ENSG00000202252_st	7.83883	7.74614	7.82690	7.53166	7.98773	7.92460	7.69948	8.00745	7.95205	7.96851	7.90548	7.92240	7.47033	7.73596	8.16121	8.08240	8.08791	7.94734
ENSG00000239171_st	0.79443	0.79045	1.47558	1.09727	0.98987	0.91367	0.82916	0.81088	0.99880	0.98324	0.82517	1.07941	0.52656	0.93935	0.87873	0.74126	0.86084	0.86632
ENSG00000251775_st	0.92218	0.47570	0.97983	0.94701	0.57975	0.74703	0.95108	1.11792	1.01851	1.44739	1.02722	0.73154	0.77472	1.01832	0.86807	0.77919	0.53625	0.73154
ENSG00000251793_st	0.65269	0.99583	0.91481	0.48276	0.65366	0.59616	0.85919	1.21935	0.38258	0.55726	1.56239	0.76217	0.84356	0.68697	0.89972	0.66532	0.77469	0.66911
ENSG00000251822_st	0.69226	0.82234	1.15017	1.12801	1.50016	0.70558	0.69508	1.63600	0.87930	0.75855	0.86007	0.70782	0.93080	1.03948	0.92218	1.48828	0.72496	0.30448
ENSG00000212144_st	0.73997	0.78554	1.10127	0.94777	0.68697	0.54748	1.15805	1.10286	0.42304	1.01993	0.82802	0.80216	1.08604	0.58063	1.10540	1.19177	0.74366	0.67524
ENSG00000221633_st	0.82216	1.41558	0.77215	0.29653	0.67146	0.92324	1.10862	0.92324	1.40572	0.59639	0.89468	0.58662	0.46877	0.73338	0.65601	0.70460	0.82216	0.84674
ENSG00000206776_st	0.60704	1.07079	0.39362	0.98527	0.65783	0.70667	0.65247	0.28665	0.67479	0.85097	0.65783	0.80967	1.26797	0.43783	1.25994	0.54555	0.71567	0.71796
ENSG00000206776_x_st	0.43394	0.95262	0.62297	1.14922	0.51182	0.38113	0.36252	0.72419	0.85639	1.15535	0.50403	0.64842	0.70831	0.94261	0.59464	0.64915	0.55675	0.34611
ENSG00000251818_st	0.81811	0.88684	0.72136	0.93935	0.47170	0.95894	1.41382	0.87768	0.49579	0.65783	0.57905	0.73878	0.54513	0.72786	0.62456	0.82881	0.53333	0.54435
ENSG00000251704_st	0.49545	0.84178	0.69269	0.34581	1.15166	0.68903	0.54305	0.53595	0.89584	0.78967	0.63413	0.34611	0.50871	0.39549	0.37166	0.40519	0.71567	0.40321
ENSG00000251805_st	0.69839	0.62449	0.77399	0.45459	1.00809	0.94720	0.62132	1.12051	0.76154	0.79161	0.64715	0.36364	1.31457	0.61263	0.54320	0.38871	0.55011	0.76945
ENSG00000251805_x_st	0.79443	0.52387	0.17777	0.52387	0.59374	0.41899	0.77627	0.28665	0.31960	0.74782	0.73215	0.96600	0.43722	0.67076	0.60438	0.60114	0.50488	0.56634
ENSG00000251730_st	0.71671	0.83580	1.08444	0.77776	0.71671	0.21628	0.61475	0.58641	1.00350	0.40105	0.80351	0.55196	0.98388	0.93935	0.68745	0.70899	0.77657	0.54314
ENSG00000212445_st	0.96780	0.94240	0.63918	1.09518	0.79401	1.02820	1.26573	0.92990	0.96730	0.89439	2.00184	0.75185	0.71632	0.98497	0.93502	1.21360	1.12756	1.26877
ENSG00000201245_st	1.67072	1.14504	1.67072	1.44915	1.94632	1.36256	1.68904	1.88648	1.35938	1.01383	0.74375	1.10066	1.17094	1.20884	1.42685	1.07516	0.94800	1.43248
ENSG00000201245_x_st	1.39211	0.41042	1.21570	0.58608	0.50375	0.86487	1.05096	0.69276	0.54259	0.45365	0.60321	0.53576	0.61646	0.63081	0.95512	0.92851	0.87375	0.81425
ENSG00000238570_x_st	0.47945	0.80819	0.54250	0.89641	0.59045	0.59045	1.13881	0.72003	0.56447	0.34871	0.87122	0.65102	0.70648	0.78728	0.62017	0.46568	0.51806	0.22986
ENSG00000238472_x_st	0.54535	0.46504	0.46504	0.57486	0.77516	0.36870	0.75268	0.88428	0.45217	0.25532	0.97775	0.45593	0.39647	0.36072	0.60309	0.67865	0.39288	0.48974
ENSG00000223027_st	1.89451	0.57085	0.91394	1.54394	1.01044	1.86638	1.01227	0.87208	1.19344	0.50972	0.81381	0.56035	0.68137	0.87357	0.90110	0.90886	0.95147	1.24059
ENSG00000221090_st	0.18859	0.96396	0.39223	0.62503	0.52232	0.69418	0.43093	0.40603	0.37652	0.34611	0.78382	1.06344	0.60380	0.71186	0.67154	0.67154	0.48393	0.80841
ENSG00000238459_x_st	0.65950	0.76046	0.65701	0.64915	0.65046	0.91919	0.63175	0.51136	0.61339	0.95685	0.57841	0.22533	0.78218	0.46610	0.69958	0.66532	1.66586	1.04523
ENSG00000251740_st	1.74100	1.66806	0.64551	1.13765	1.43453	0.65783	0.68422	1.71406	1.15406	0.95006	1.22159	0.69908	1.27797	0.98209	1.26526	0.91145	0.86038	1.25363
ENSG00000251802_s_st	1.31457	0.40753	0.89118	0.24173	0.29134	0.62213	0.53832	0.96825	0.33594	0.78096	0.34057	0.84063	0.86654	0.78468	0.36441	0.58560	1.77002	0.78191
ENSG00000238860_x_st	0.38877	0.62711	0.56424	0.81811	0.67932	0.38259	0.71745	0.81721	1.33699	0.66045	0.50375	0.69539	0.44603	0.49597	1.47633	0.27179	0.60484	0.79712
ENSG00000251744_st	0.43186	0.63283	0.78468	0.62609	0.22321	0.77811	0.63193	1.03734	0.53898	0.41824	0.51232	0.95927	0.85196	0.56597	0.74274	0.76545	0.63015	1.45468
ENSG00000251744_x_st	0.68783	0.53917	0.57897	0.68066	0.65783	0.55329	0.61085	0.69446	0.63072	0.86764	0.67921	0.76078	0.28665	0.66038	0.71745	0.56222	0.63500	0.80109
ENSG00000212620_st	0.47603	0.48364	0.56268	0.43859	0.61646	0.59965	0.73775	0.89183	0.32355	0.34611	0.89183	0.46171	1.12286	0.78072	0.47143	0.25187	0.69620	0.48556
ENSG00000212440_s_st	1.33070	1.10261	1.68996	1.71841	1.16147	1.03893	1.63562	1.19318	0.96868	1.27263	1.62533	1.30249	0.92302	0.63900	1.04588	1.35460	1.63944	0.99565
ENSG00000207187_s_st	5.01855	5.11443	5.32586	4.95787	5.39260	4.92623	4.96997	4.93804	5.73264	5.08631	5.13495	5.12142	4.45145	4.85794	5.12488	5.01661	5.19837	4.93402
ENSG00000251778_st	0.64444	1.33980	1.34939	0.61635	0.69023	0.67723	0.90707	0.89462	0.56754	0.93162	0.65028	1.36670	0.43156	0.93935	0.94117	0.84297	0.86317	1.01799
ENSG00000251778_x_st	0.83788	0.79216	0.55840	1.00102	0.81076	0.36307	0.44789	0.52995	0.59889	0.77902	0.56312	1.07474	0.81332	0.87079	0.62943	0.47949	0.94329	1.16697
ENSG00000238805_st	0.64028	0.21813	1.03761	0.48909	0.67150	0.36102	0.88519	0.63614	0.61755	0.49862	0.70781	0.66858	0.62345	0.69898	0.92831	0.70285	0.96117	0.39760
ENSG00000238598_st	1.70191	1.49553	1.12718	0.93935	1.53421	2.02542	0.98714	0.91221	1.66984	1.12188	1.36471	1.23668	1.34186	1.14098	1.18213	0.90613	1.21889	1.55798
ENSG00000238598_x_st	1.04440	0.62210	0.94308	0.72316	0.58640	0.62954	0.84874	0.71461	0.81083	0.82098	0.77407	0.65310	0.95659	0.98894	1.35015	0.83719	1.14919	0.97929
ENSG00000251828_st	1.00216	0.84626	1.12901	1.12901	0.50823	0.93275	0.71745	1.36738	1.04566	1.06195	1.80449	0.44869	0.85452	0.82784	0.89983	0.61599	1.22087	0.89000
ENSG00000239073_st	1.15017	0.77857	0.69238	0.84401	0.96452	0.33658	0.71134	1.17975	0.86042	0.83713	0.65172	0.64842	0.57001	0.75298	0.99007	1.22381	0.48727	1.00724
ENSG00000239013_x_st	0.62506	0.87569	1.16908	1.07166	1.12572	1.44958	0.70761	1.59324	1.02759	1.20779	1.00557	1.47213	0.98066	0.78121	0.70871	1.52806	0.96740	1.02183
ENSG00000239094_st	0.45081	0.36037	0.25715	0.62449	0.34611	0.89332	0.28849	0.47885	0.88110	0.67789	0.90079	0.19661	0.59007	0.27488	0.42552	0.48343	0.47195	0.54458
ENSG00000239094_x_st	0.48250	0.66740	0.64263	0.49690	0.38901	0.44430	0.24750	0.54720	0.88505	0.66005	0.35838	0.41317	0.40906	0.38295	0.76035	0.29477	0.57606	0.35983
ENSG00000238375_st	0.83382	0.54033	1.17238	0.70195	0.59565	0.90583	1.02994	0.88428	0.91282	0.87619	0.86862	1.40637	0.94245	0.70869	1.01037	0.93422	0.69062	0.97126
ENSG00000238375_x_st	0.20501	0.34814	0.34814	0.71099	0.60092	0.51128	0.74357	0.31277	0.55154	0.59025	1.08998	0.56627	0.37314	0.82164	0.89535	0.43535	0.64325	0.43260
ENSG00000251830_st	1.07824	1.33849	0.73832	1.42270	0.91477	0.92202	0.57647	1.06568	0.75975	0.70976	0.39049	0.74235	0.69286	0.93935	0.90920	0.77591	0.78711	0.60802
ENSG00000238645_x_st	1.33239	0.32771	1.10935	1.16704	0.58248	0.70741	0.97879	0.71521	0.54813	0.58147	0.89675	1.00953	0.43823	0.48816	0.77420	0.78447	0.56769	0.50044
ENSG00000200191_st	0.73686	0.78719	0.56056	1.00504	0.55975	0.62419	0.71745	0.49241	0.45066	0.42904	1.21709	0.77117	0.50094	0.76611	1.07559	0.54555	1.26271	0.95745
ENSG00000200191_x_st	0.77600	0.38039	0.54438	1.12310	0.71254	1.27402	1.20859	0.62643	1.37829	0.50375	0.80798	0.75319	0.77469	0.72408	0.87734	0.54555	0.75917	0.75212
ENSG00000238966_st	0.55031	0.68497	0.33330	0.75321	0.51373	0.54871	0.55364	0.78009	0.30439	0.55364	0.51700	0.85205	0.32589	0.64974	0.61127	0.54431	0.77614	0.55249
ENSG00000200538_st	0.60073	0.55627	0.50353	0.80902	0.37130	0.75271	1.14606	1.52160	0.79934	1.08143	0.74905	0.51598	0.58222	0.78152	0.41613	0.66532	0.43887	0.66063
ENSG00000200538_x_st	0.62285	0.77876	0.68220	1.09850	0.72091	0.65791	0.71745	0.97400	0.41328	0.62027	0.59347	0.75143	0.57292	0.94880	0.66207	0.83182	0.57002	0.79154
ENSG00000238804_x_st	1.05415	2.79238	2.50176	1.32466	0.94839	1.68909	1.16792	1.14156	1.34967	0.86967	1.07129	2.10489	1.48781	1.49187	1.30749	1.49428	1.35425	0.81979
ENSG00000251833_st	0.59767	1.58945	0.49655	0.62452	0.31290	0.81331	0.61056	0.49290	0.63267	0.82326	0.65783	0.63723	0.37748	0.61975	0.88813	0.57706	0.68162	0.42889
ENSG00000251833_x_st	0.67254	0.95777	0.58083	0.55232	0.46189	0.74114	0.83323	1.23864	0.77774	0.47577	0.72682	0.57625	0.57001	0.76133	0.85001	0.65490	0.48458	0.91688
ENSG00000251836_st	0.68758	0.82106	1.09325	0.37297	0.54014	0.56819	0.57551	0.55552	0.56049	0.47005	1.42067	0.67855	0.81239	0.99262	0.67804	0.38329	0.84012	0.50128
ENSG00000238437_st	0.67608	0.78468	0.62449	0.67604	0.65783	0.68752	0.87185	0.68984	0.31656	0.57563	0.50051	0.85941	0.49764	0.63900	0.43468	0.64400	0.53871	0.64842
ENSG00000238437_x_st	0.75519	0.95896	0.46438	0.65765	0.56401	0.74516	0.83822	0.60772	0.70607	1.18544	1.21792	0.88335	0.66917	0.52943	1.09997	1.56875	0.75385	0.51288
ENSG00000238401_st	0.37457	1.11213	0.33161	0.46504	0.34611	0.68271	0.73334	0.50373	0.80036	0.73460	0.50302	0.68841	0.44426	0.63828	1.13285	0.27674	0.59474	0.51690
ENSG00000251838_st	0.92634	0.95777	0.72774	0.80338	0.72551	0.73824	0.49354	0.98009	0.97920	0.82788	0.70516	0.97221	0.74966	1.10941	0.53023	0.56538	0.77844	0.77595
ENSG00000206649_st	0.65783	0.56144	0.69260	1.30782	0.74163	0.87424	1.01069	0.84732	0.63881	0.67701	0.29131	0.80216	0.51010	0.23928	0.55987	0.61141	2.02215	0.64842
ENSG00000206649_x_st	0.40846	0.63503	0.61364	0.62154	0.88820	0.96707	0.74954	0.70118	0.55392	0.66787	0.71897	0.57648	0.61709	0.85078	0.61166	0.47533	0.86038	0.16623
ENSG00000251844_st	0.43084	0.40994	0.41349	0.71792	0.72148	0.63184	0.52467	0.49554	0.56939	0.56740	0.26505	0.61757	0.66825	0.49977	0.56647	0.85097	0.63461	0.56737
ENSG00000251846_st	0.56813	0.85147	0.67516	0.59696	0.44202	0.37596	0.87092	1.19772	0.59062	1.62748	0.78750	0.71095	0.48869	0.47885	0.52522	0.92764	0.87771	0.70214
ENSG00000251847_st	0.63319	0.90936	0.46504	0.64233	0.78252	1.21617	0.35280	0.60353	0.79725	0.68303	1.31357	0.64904	0.71222	0.63516	0.78978	0.54555	0.69896	1.12286
ENSG00000238954_x_st	0.96592	0.67474	2.06393	1.40416	0.96256	1.32644	1.85086	1.31658	0.94029	0.53689	1.09559	0.98064	0.99168	0.92388	0.99168	0.84699	0.62394	0.79997
ENSG00000251848_st	0.73672	0.95777	0.94115	0.61805	0.69287	0.73020	0.98260	0.28665	0.37720	0.51051	0.36233	0.47214	0.92963	0.60174	0.40893	0.43183	0.57239	0.39551
ENSG00000251848_x_st	0.83294	1.09605	1.36325	0.95979	0.65783	0.53881	0.61304	0.88730	0.73193	0.50758	0.63166	0.94206	0.67773	0.69389	0.54930	0.61634	1.44055	0.77642
ENSG00000202482_st	0.53193	0.77503	0.46074	0.89031	0.77221	0.80901	0.71745	0.87998	0.97490	0.80662	1.03884	0.52161	0.57001	0.58786	0.71314	0.79982	0.71136	0.73003
ENSG00000202482_x_st	0.65936	0.38399	0.48762	0.59782	0.56584	0.39867	0.35829	0.98116	0.62282	0.88367	0.65783	0.67166	0.27775	0.34914	0.26385	0.66773	1.37489	0.48836
ENSG00000239062_st	0.53062	0.54971	0.52055	0.59404	0.93410	0.41816	0.49960	0.90919	0.67607	0.57101	0.15547	0.39410	0.23312	0.56043	0.80560	1.43307	0.63833	0.27080
ENSG00000239062_x_st	0.61871	0.66931	0.42919	0.62247	0.49213	0.63482	0.89800	0.95091	0.64938	0.34611	0.57038	0.71505	0.48601	0.59318	0.54555	0.91760	1.29865	0.47612
